die_id,stack_id,disposition
D0100049,,screen_rejected
D0100050,S009284,assembled
D0100051,S009292,assembled
D0100052,S009287,assembled
D0100053,S009309,assembled
D0100054,S009337,assembled
D0100055,S009284,assembled
D0100056,S009332,assembled
D0100057,S009339,assembled
D0100058,S009308,assembled
D0100059,S009318,assembled
D0100060,S009342,assembled
D0100061,,screen_rejected
D0100062,S009340,assembled
D0100063,S009298,assembled
D0100064,S009300,assembled
D0100065,S009344,assembled
D0100066,S009315,assembled
D0100067,S009345,assembled
D0100068,S009258,assembled
D0100069,S009271,assembled
D0100070,S009287,assembled
D0100071,S009349,assembled
D0100072,S009269,assembled
D0100073,S009270,assembled
D0100074,S009311,assembled
D0100075,S009313,assembled
D0100076,S009325,assembled
D0100077,S009284,assembled
D0100078,S009270,assembled
D0100079,S009270,assembled
D0100080,S009259,assembled
D0100081,S009305,assembled
D0100082,S009264,assembled
D0100083,S009271,assembled
D0100084,S009273,assembled
D0100085,S009297,assembled
D0100086,S009287,assembled
D0100087,S009269,assembled
D0100088,S009312,assembled
D0100089,S009268,assembled
D0100090,S009319,assembled
D0100091,S009333,assembled
D0100092,S009287,assembled
D0100093,S009323,assembled
D0100094,S009301,assembled
D0100095,S009320,assembled
D0100096,S009321,assembled
D0100097,S009313,assembled
D0100098,S009281,assembled
D0100099,S009329,assembled
D0100100,S009310,assembled
D0100101,S009315,assembled
D0100102,S009276,assembled
D0100103,S009254,assembled
D0100104,S009283,assembled
D0100105,S009272,assembled
D0100106,S009338,assembled
D0100107,S009295,assembled
D0100108,S009273,assembled
D0100109,S009277,assembled
D0100110,S009255,assembled
D0100111,S009337,assembled
D0100112,S009323,assembled
D0100113,S009345,assembled
D0100114,S009266,assembled
D0100115,S009268,assembled
D0100116,S009262,assembled
D0100117,S009304,assembled
D0100118,S009264,assembled
D0100119,S009348,assembled
D0100120,S009322,assembled
D0100121,S009289,assembled
D0100122,S009282,assembled
D0100123,S009274,assembled
D0100124,S009257,assembled
D0100125,S009337,assembled
D0100126,S009286,assembled
D0100127,S009349,assembled
D0100128,S009327,assembled
D0100129,S009338,assembled
D0100130,S009319,assembled
D0100131,S009297,assembled
D0100132,,screen_rejected
D0100133,S009345,assembled
D0100134,S009266,assembled
D0100135,S009304,assembled
D0100136,S009334,assembled
D0100137,S009263,assembled
D0100138,S009310,assembled
D0100139,,screen_rejected
D0100140,S009309,assembled
D0100141,S009280,assembled
D0100142,S009332,assembled
D0100143,S009336,assembled
D0100144,S009298,assembled
D0100145,S009261,assembled
D0100146,S009335,assembled
D0100147,S009328,assembled
D0100148,,screen_rejected
D0100149,S009268,assembled
D0100150,S009312,assembled
D0100151,S009333,assembled
D0100152,S009276,assembled
D0100153,S009269,assembled
D0100154,S009280,assembled
D0100155,S009328,assembled
D0100156,S009260,assembled
D0100157,S009346,assembled
D0100158,S009266,assembled
D0100159,S009277,assembled
D0100160,,screen_rejected
D0100161,S009299,assembled
D0100162,S009299,assembled
D0100163,S009255,assembled
D0100164,S009274,assembled
D0100165,,screen_rejected
D0100166,S009284,assembled
D0100167,S009274,assembled
D0100168,S009314,assembled
D0100169,S009325,assembled
D0100170,S009311,assembled
D0100171,S009336,assembled
D0100172,S009316,assembled
D0100173,S009301,assembled
D0100174,S009267,assembled
D0100175,S009256,assembled
D0100176,S009338,assembled
D0100177,S009260,assembled
D0100178,S009307,assembled
D0100179,S009267,assembled
D0100180,S009345,assembled
D0100181,S009258,assembled
D0100182,S009298,assembled
D0100183,,screen_rejected
D0100184,S009347,assembled
D0100185,S009341,assembled
D0100186,S009258,assembled
D0100187,S009278,assembled
D0100188,S009268,assembled
D0100189,S009328,assembled
D0100190,S009336,assembled
D0100191,S009320,assembled
D0100192,S009325,assembled
D0100193,S009264,assembled
D0100194,S009343,assembled
D0100195,S009328,assembled
D0100196,S009318,assembled
D0100197,S009312,assembled
D0100198,S009293,assembled
D0100199,S009289,assembled
D0100200,S009348,assembled
D0100201,S009308,assembled
D0100202,S009313,assembled
D0100203,S009300,assembled
D0100204,S009274,assembled
D0100205,S009262,assembled
D0100206,S009294,assembled
D0100207,S009318,assembled
D0100208,S009298,assembled
D0100209,S009311,assembled
D0100210,S009282,assembled
D0100211,S009324,assembled
D0100212,S009265,assembled
D0100213,S009289,assembled
D0100214,S009296,assembled
D0100215,S009302,assembled
D0100216,S009276,assembled
D0100217,S009256,assembled
D0100218,S009327,assembled
D0100219,S009268,assembled
D0100220,S009285,assembled
D0100221,S009270,assembled
D0100222,S009322,assembled
D0100223,S009291,assembled
D0100224,S009280,assembled
D0100225,S009314,assembled
D0100226,S009344,assembled
D0100227,S009327,assembled
D0100228,S009293,assembled
D0100229,S009276,assembled
D0100230,S009335,assembled
D0100231,S009331,assembled
D0100232,S009337,assembled
D0100233,S009340,assembled
D0100234,S009344,assembled
D0100235,S009288,assembled
D0100236,S009333,assembled
D0100237,S009338,assembled
D0100238,S009300,assembled
D0100239,S009264,assembled
D0100240,S009302,assembled
D0100241,S009329,assembled
D0100242,S009326,assembled
D0100243,S009285,assembled
D0100244,S009295,assembled
D0100245,S009264,assembled
D0100246,S009270,assembled
D0100247,S009310,assembled
D0100248,S009272,assembled
D0100249,S009293,assembled
D0100250,S009307,assembled
D0100251,S009293,assembled
D0100252,S009306,assembled
D0100253,S009293,assembled
D0100254,S009264,assembled
D0100255,S009301,assembled
D0100256,S009259,assembled
D0100257,S009305,assembled
D0100258,S009314,assembled
D0100259,S009303,assembled
D0100260,S009297,assembled
D0100261,,screen_rejected
D0100262,S009345,assembled
D0100263,S009275,assembled
D0100264,S009311,assembled
D0100265,S009281,assembled
D0100266,S009283,assembled
D0100267,S009262,assembled
D0100268,S009326,assembled
D0100269,S009291,assembled
D0100270,S009286,assembled
D0100271,S009275,assembled
D0100272,S009323,assembled
D0100273,S009261,assembled
D0100274,S009257,assembled
D0100275,S009309,assembled
D0100276,S009310,assembled
D0100277,S009288,assembled
D0100278,S009309,assembled
D0100279,S009279,assembled
D0100280,S009270,assembled
D0100281,S009345,assembled
D0100282,S009285,assembled
D0100283,S009343,assembled
D0100284,S009259,assembled
D0100285,S009309,assembled
D0100286,S009346,assembled
D0100287,S009273,assembled
D0100288,S009321,assembled
D0100289,S009333,assembled
D0100290,S009336,assembled
D0100291,S009318,assembled
D0100292,S009315,assembled
D0100293,S009316,assembled
D0100294,S009333,assembled
D0100295,S009296,assembled
D0100296,S009322,assembled
D0100297,S009326,assembled
D0100298,S009348,assembled
D0100299,S009281,assembled
D0100300,,screen_rejected
D0100301,S009310,assembled
D0100302,S009261,assembled
D0100303,S009322,assembled
D0100304,S009305,assembled
D0100305,S009258,assembled
D0100306,S009270,assembled
D0100307,S009295,assembled
D0100308,S009280,assembled
D0100309,S009287,assembled
D0100310,S009315,assembled
D0100311,S009313,assembled
D0100312,S009284,assembled
D0100313,S009327,assembled
D0100314,S009309,assembled
D0100315,S009301,assembled
D0100316,S009269,assembled
D0100317,S009326,assembled
D0100318,S009323,assembled
D0100319,S009254,assembled
D0100320,S009287,assembled
D0100321,S009303,assembled
D0100322,S009267,assembled
D0100323,S009280,assembled
D0100324,S009282,assembled
D0100325,S009292,assembled
D0100326,S009253,assembled
D0100327,S009317,assembled
D0100328,,screen_rejected
D0100329,S009276,assembled
D0100330,S009257,assembled
D0100331,S009290,assembled
D0100332,S009338,assembled
D0100333,S009316,assembled
D0100334,S009277,assembled
D0100335,S009321,assembled
D0100336,S009254,assembled
D0100337,S009260,assembled
D0100338,S009321,assembled
D0100339,S009335,assembled
D0100340,S009322,assembled
D0100341,S009310,assembled
D0100342,S009349,assembled
D0100343,S009278,assembled
D0100344,S009326,assembled
D0100345,S009341,assembled
D0100346,,screen_rejected
D0100347,S009330,assembled
D0100348,S009349,assembled
D0100349,S009312,assembled
D0100350,S009260,assembled
D0100351,S009280,assembled
D0100352,S009272,assembled
D0100353,,screen_rejected
D0100354,S009301,assembled
D0100355,S009348,assembled
D0100356,S009259,assembled
D0100357,S009295,assembled
D0100358,S009265,assembled
D0100359,S009266,assembled
D0100360,S009315,assembled
D0100361,S009335,assembled
D0100362,S009321,assembled
D0100363,S009331,assembled
D0100364,S009309,assembled
D0100365,S009299,assembled
D0100366,S009325,assembled
D0100367,S009305,assembled
D0100368,S009349,assembled
D0100369,S009290,assembled
D0100370,S009258,assembled
D0100371,S009256,assembled
D0100372,S009287,assembled
D0100373,S009272,assembled
D0100374,S009315,assembled
D0100375,S009304,assembled
D0100376,S009303,assembled
D0100377,S009272,assembled
D0100378,S009263,assembled
D0100379,S009254,assembled
D0100380,S009285,assembled
D0100381,S009269,assembled
D0100382,S009271,assembled
D0100383,S009341,assembled
D0100384,S009340,assembled
D0100385,S009275,assembled
D0100386,S009319,assembled
D0100387,S009347,assembled
D0100388,S009328,assembled
D0100389,S009266,assembled
D0100390,S009308,assembled
D0100391,S009340,assembled
D0100392,S009275,assembled
D0100393,S009330,assembled
D0100394,S009321,assembled
D0100395,S009279,assembled
D0100396,S009281,assembled
D0100397,S009288,assembled
D0100398,S009263,assembled
D0100399,S009338,assembled
D0100400,S009319,assembled
D0100401,S009319,assembled
D0100402,S009339,assembled
D0100403,S009295,assembled
D0100404,,screen_rejected
D0100405,S009301,assembled
D0100406,S009278,assembled
D0100407,S009253,assembled
D0100408,S009289,assembled
D0100409,S009334,assembled
D0100410,S009277,assembled
D0100411,S009339,assembled
D0100412,S009338,assembled
D0100413,S009308,assembled
D0100414,S009316,assembled
D0100415,S009300,assembled
D0100416,S009287,assembled
D0100417,S009290,assembled
D0100418,S009309,assembled
D0100419,S009282,assembled
D0100420,S009308,assembled
D0100421,S009329,assembled
D0100422,S009317,assembled
D0100423,S009343,assembled
D0100424,S009298,assembled
D0100425,S009341,assembled
D0100426,S009277,assembled
D0100427,S009347,assembled
D0100428,S009275,assembled
D0100429,S009325,assembled
D0100430,S009343,assembled
D0100431,S009321,assembled
D0100432,S009288,assembled
D0100433,S009326,assembled
D0100434,S009279,assembled
D0100435,S009289,assembled
D0100436,S009326,assembled
D0100437,S009317,assembled
D0100438,S009346,assembled
D0100439,S009253,assembled
D0100440,S009270,assembled
D0100441,S009334,assembled
D0100442,S009306,assembled
D0100443,S009294,assembled
D0100444,S009254,assembled
D0100445,S009283,assembled
D0100446,S009334,assembled
D0100447,S009344,assembled
D0100448,S009346,assembled
D0100449,S009269,assembled
D0100450,S009307,assembled
D0100451,S009319,assembled
D0100452,S009268,assembled
D0100453,S009267,assembled
D0100454,S009310,assembled
D0100455,S009271,assembled
D0100456,S009314,assembled
D0100457,S009256,assembled
D0100458,S009301,assembled
D0100459,S009296,assembled
D0100460,S009283,assembled
D0100461,S009266,assembled
D0100462,S009273,assembled
D0100463,S009296,assembled
D0100464,S009325,assembled
D0100465,S009265,assembled
D0100466,S009293,assembled
D0100467,S009255,assembled
D0100468,S009326,assembled
D0100469,S009282,assembled
D0100470,S009278,assembled
D0100471,S009288,assembled
D0100472,S009306,assembled
D0100473,S009322,assembled
D0100474,S009303,assembled
D0100475,S009285,assembled
D0100476,S009349,assembled
D0100477,S009347,assembled
D0100478,S009300,assembled
D0100479,S009280,assembled
D0100480,,screen_rejected
D0100481,S009340,assembled
D0100482,S009304,assembled
D0100483,,screen_rejected
D0100484,S009262,assembled
D0100485,S009259,assembled
D0100486,S009344,assembled
D0100487,S009304,assembled
D0100488,S009273,assembled
D0100489,S009331,assembled
D0100490,S009312,assembled
D0100491,S009294,assembled
D0100492,S009327,assembled
D0100493,S009331,assembled
D0100494,S009336,assembled
D0100495,S009316,assembled
D0100496,S009279,assembled
D0100497,S009322,assembled
D0100498,S009335,assembled
D0100499,S009253,assembled
D0100500,S009303,assembled
D0100501,S009257,assembled
D0100502,S009260,assembled
D0100503,S009255,assembled
D0100504,S009283,assembled
D0100505,S009303,assembled
D0100506,S009347,assembled
D0100507,S009319,assembled
D0100508,S009295,assembled
D0100509,S009331,assembled
D0100510,S009278,assembled
D0100511,S009271,assembled
D0100512,S009278,assembled
D0100513,S009317,assembled
D0100514,S009331,assembled
D0100515,S009331,assembled
D0100516,S009330,assembled
D0100517,,eligible_unassigned
D0100518,S009313,assembled
D0100519,S009286,assembled
D0100520,S009342,assembled
D0100521,S009345,assembled
D0100522,S009285,assembled
D0100523,S009286,assembled
D0100524,S009327,assembled
D0100525,S009316,assembled
D0100526,S009307,assembled
D0100527,S009311,assembled
D0100528,S009328,assembled
D0100529,S009330,assembled
D0100530,S009349,assembled
D0100531,S009324,assembled
D0100532,S009277,assembled
D0100533,S009333,assembled
D0100534,S009257,assembled
D0100535,S009294,assembled
D0100536,S009308,assembled
D0100537,S009299,assembled
D0100538,S009343,assembled
D0100539,S009298,assembled
D0100540,S009314,assembled
D0100541,S009256,assembled
D0100542,S009283,assembled
D0100543,S009264,assembled
D0100544,S009330,assembled
D0100545,S009273,assembled
D0100546,S009256,assembled
D0100547,S009305,assembled
D0100548,S009336,assembled
D0100549,S009275,assembled
D0100550,S009304,assembled
D0100551,S009290,assembled
D0100552,S009299,assembled
D0100553,S009267,assembled
D0100554,S009262,assembled
D0100555,S009329,assembled
D0100556,S009336,assembled
D0100557,S009345,assembled
D0100558,S009295,assembled
D0100559,S009343,assembled
D0100560,S009281,assembled
D0100561,S009293,assembled
D0100562,S009311,assembled
D0100563,S009330,assembled
D0100564,S009332,assembled
D0100565,S009315,assembled
D0100566,S009259,assembled
D0100567,S009257,assembled
D0100568,S009255,assembled
D0100569,S009317,assembled
D0100570,S009313,assembled
D0100571,S009290,assembled
D0100572,S009298,assembled
D0100573,S009267,assembled
D0100574,S009329,assembled
D0100575,S009257,assembled
D0100576,,screen_rejected
D0100577,S009289,assembled
D0100578,S009341,assembled
D0100579,S009291,assembled
D0100580,S009317,assembled
D0100581,S009273,assembled
D0100582,S009336,assembled
D0100583,S009327,assembled
D0100584,S009258,assembled
D0100585,S009256,assembled
D0100586,S009332,assembled
D0100587,S009292,assembled
D0100588,S009294,assembled
D0100589,S009318,assembled
D0100590,S009284,assembled
D0100591,S009291,assembled
D0100592,S009339,assembled
D0100593,S009272,assembled
D0100594,S009320,assembled
D0100595,S009342,assembled
D0100596,S009330,assembled
D0100597,S009325,assembled
D0100598,S009314,assembled
D0100599,S009325,assembled
D0100600,S009305,assembled
D0100601,S009332,assembled
D0100602,S009299,assembled
D0100603,S009263,assembled
D0100604,S009301,assembled
D0100605,S009340,assembled
D0100606,S009260,assembled
D0100607,S009342,assembled
D0100608,S009320,assembled
D0100609,S009321,assembled
D0100610,S009284,assembled
D0100611,S009324,assembled
D0100612,S009294,assembled
D0100613,S009271,assembled
D0100614,S009253,assembled
D0100615,S009279,assembled
D0100616,S009255,assembled
D0100617,S009281,assembled
D0100618,S009323,assembled
D0100619,S009259,assembled
D0100620,S009284,assembled
D0100621,S009291,assembled
D0100622,S009279,assembled
D0100623,S009340,assembled
D0100624,S009258,assembled
D0100625,S009342,assembled
D0100626,S009267,assembled
D0100627,,screen_rejected
D0100628,S009292,assembled
D0100629,S009300,assembled
D0100630,S009348,assembled
D0100631,,screen_rejected
D0100632,S009276,assembled
D0100633,S009288,assembled
D0100634,S009296,assembled
D0100635,S009263,assembled
D0100636,S009346,assembled
D0100637,S009283,assembled
D0100638,S009299,assembled
D0100639,S009323,assembled
D0100640,S009260,assembled
D0100641,S009274,assembled
D0100642,S009313,assembled
